,TIMESTAMP,MAIN_Z-LEFT,MAIN_Z-MIDDLE,MAIN_Z-RIGHT,PLC_COUNTER1,PLC_COUNTER2,PLC_COUNTER3,PLC_COUNTER4,PLC_COUNTER5,PLC_COUNTER6,SUB1_ALARM,SUB1_CYCLE_TIME,SUB1_HEATING_STATUS,SUB1_MAX_TEMP,SUB1_PV_TEMP,SUB2_ALARM,SUB2_CYCLE_TIME,SUB2_HEATING_STATUS,SUB2_MAX_TEMP,SUB2_PV_TEMP,SUB3_ALARM,SUB3_CYCLE_TIME,SUB3_HEATING_STATUS,SUB3_MAX_TEMP,SUB3_PV_TEMP,SUB4_ALARM,SUB4_CYCLE_TIME,SUB4_HEATING_STATUS,SUB4_MAX_TEMP,SUB4_PV_TEMP,SUB5_ALARM,SUB5_CYCLE_TIME,SUB5_HEATING_STATUS,SUB5_MAX_TEMP,SUB5_PV_TEMP,SUB6_ALARM,SUB6_CYCLE_TIME,SUB6_HEATING_STATUS,SUB6_MAX_TEMP,SUB6_PV_TEMP,FR_TIME,TO_TIME
97,2023-10-23 15:00:20.067,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
98,2023-10-23 15:00:20.087,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
99,2023-10-23 15:00:20.139,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
100,2023-10-23 15:00:20.173,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
101,2023-10-23 15:00:20.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,2023-10-23 15:00:00,2023-10-23 15:05:00
102,2023-10-23 15:00:20.293,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
103,2023-10-23 15:00:20.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
104,2023-10-23 15:00:20.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
105,2023-10-23 15:00:20.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
106,2023-10-23 15:00:20.469,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
107,2023-10-23 15:00:20.541,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
108,2023-10-23 15:00:20.559,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
109,2023-10-23 15:00:20.618,,,,,,,,,,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
110,2023-10-23 15:00:20.645,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
111,2023-10-23 15:00:20.703,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
112,2023-10-23 15:00:20.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
113,2023-10-23 15:00:22.183,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
114,2023-10-23 15:00:23.757,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
115,2023-10-23 15:00:24.259,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
116,2023-10-23 15:00:27.770,,4.725456e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
117,2023-10-23 15:00:27.782,-5.90682e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
118,2023-10-23 15:00:27.951,,,-4.725456e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
119,2023-10-23 15:00:28.016,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
120,2023-10-23 15:00:28.958,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
121,2023-10-23 15:00:29.019,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
122,2023-10-23 15:00:29.153,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
123,2023-10-23 15:00:29.178,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
124,2023-10-23 15:00:29.200,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
125,2023-10-23 15:00:29.234,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
126,2023-10-23 15:00:29.327,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
127,2023-10-23 15:00:29.446,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
128,2023-10-23 15:00:29.535,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
129,2023-10-23 15:00:29.665,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
130,2023-10-23 15:00:29.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
131,2023-10-23 15:00:29.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2023-10-23 15:00:00,2023-10-23 15:05:00
132,2023-10-23 15:00:29.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
133,2023-10-23 15:00:29.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,,2023-10-23 15:00:00,2023-10-23 15:05:00
134,2023-10-23 15:00:29.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
135,2023-10-23 15:00:29.875,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
136,2023-10-23 15:00:29.890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
137,2023-10-23 15:00:29.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,2023-10-23 15:00:00,2023-10-23 15:05:00
138,2023-10-23 15:00:30.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
139,2023-10-23 15:00:30.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
140,2023-10-23 15:00:30.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,2023-10-23 15:00:00,2023-10-23 15:05:00
141,2023-10-23 15:00:30.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
142,2023-10-23 15:00:30.171,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
143,2023-10-23 15:00:30.196,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
144,2023-10-23 15:00:30.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
145,2023-10-23 15:00:30.342,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
146,2023-10-23 15:00:30.447,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
147,2023-10-23 15:00:30.455,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
148,2023-10-23 15:00:30.467,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
149,2023-10-23 15:00:30.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
150,2023-10-23 15:00:30.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
151,2023-10-23 15:00:30.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
152,2023-10-23 15:00:30.716,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
153,2023-10-23 15:00:30.737,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
154,2023-10-23 15:00:30.843,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
155,2023-10-23 15:00:30.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
156,2023-10-23 15:00:30.875,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
157,2023-10-23 15:00:31.045,,,,,,,,,,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
158,2023-10-23 15:00:32.020,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
159,2023-10-23 15:00:33.076,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
160,2023-10-23 15:00:34.495,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
161,2023-10-23 15:00:37.093,8.269549e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
162,2023-10-23 15:00:37.781,,4.725456e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
163,2023-10-23 15:00:37.887,,,9.450912e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
164,2023-10-23 15:00:38.032,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
165,2023-10-23 15:00:38.993,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
166,2023-10-23 15:00:39.220,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
167,2023-10-23 15:00:39.233,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
168,2023-10-23 15:00:39.321,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
169,2023-10-23 15:00:39.403,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
170,2023-10-23 15:00:39.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
171,2023-10-23 15:00:39.580,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
172,2023-10-23 15:00:39.606,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
173,2023-10-23 15:00:39.636,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
174,2023-10-23 15:00:39.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,2023-10-23 15:00:00,2023-10-23 15:05:00
175,2023-10-23 15:00:39.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
176,2023-10-23 15:00:39.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,2023-10-23 15:00:00,2023-10-23 15:05:00
177,2023-10-23 15:00:39.751,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
178,2023-10-23 15:00:39.831,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
179,2023-10-23 15:00:39.915,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
180,2023-10-23 15:00:39.931,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
181,2023-10-23 15:00:39.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
182,2023-10-23 15:00:40.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
183,2023-10-23 15:00:40.051,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
184,2023-10-23 15:00:40.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
185,2023-10-23 15:00:40.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,,2023-10-23 15:00:00,2023-10-23 15:05:00
186,2023-10-23 15:00:40.211,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
187,2023-10-23 15:00:40.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
188,2023-10-23 15:00:40.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2023-10-23 15:00:00,2023-10-23 15:05:00
189,2023-10-23 15:00:40.360,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
190,2023-10-23 15:00:40.361,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
191,2023-10-23 15:00:40.476,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
192,2023-10-23 15:00:40.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
193,2023-10-23 15:00:40.510,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
194,2023-10-23 15:00:40.516,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
195,2023-10-23 15:00:40.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
196,2023-10-23 15:00:40.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
197,2023-10-23 15:00:40.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
198,2023-10-23 15:00:40.711,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
199,2023-10-23 15:00:40.791,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,2023-10-23 15:00:00,2023-10-23 15:05:00
